id,created_at,updated_at,first_name,last_name,orders_count,state,total_spent,last_order_id,note,verified_email,multipass_identifier,tax_exempt,tags,last_order_name,email,phone,currency,addresses,tax_exemptions,sms_marketing_consent,admin_graphql_api_id,email_marketing_consent.state,email_marketing_consent.opt_in_level,email_marketing_consent.consent_updated_at,default_address.id,default_address.customer_id,default_address.first_name,default_address.last_name,default_address.company,default_address.address1,default_address.address2,default_address.city,default_address.province,default_address.country,default_address.zip,default_address.phone,default_address.name,default_address.province_code,default_address.country_code,default_address.country_name,default_address.default
9438920737050,2025-11-02T20:39:52-05:00,2025-11-02T20:53:57-05:00,Wendy,Evans,1,disabled,1399.90,6940894232858.0,,True,,False,,#1061,lgonzalez@example.com,,USD,"[{'id': 11154915852570, 'customer_id': 9438920737050, 'first_name': 'Wendy', 'last_name': 'Evans', 'company': None, 'address1': '522 Karen Heights', 'address2': None, 'city': 'Tooele', 'province': 'Utah', 'country': 'United States', 'zip': '84074', 'phone': None, 'name': 'Wendy Evans', 'province_code': 'UT', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920737050,not_subscribed,single_opt_in,,11154915852570,9438920737050,Wendy,Evans,,522 Karen Heights,,Tooele,Utah,United States,84074,,Wendy Evans,UT,US,United States,True
9438920704282,2025-11-02T20:39:52-05:00,2025-11-02T20:39:52-05:00,Derrick,Giles,0,disabled,0.00,,,True,,False,,,bwebb@example.net,,USD,"[{'id': 11154915819802, 'customer_id': 9438920704282, 'first_name': 'Derrick', 'last_name': 'Giles', 'company': None, 'address1': '291 Hanna Points', 'address2': None, 'city': 'Minneapolis', 'province': 'Minnesota', 'country': 'United States', 'zip': '55413', 'phone': None, 'name': 'Derrick Giles', 'province_code': 'MN', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920704282,not_subscribed,single_opt_in,,11154915819802,9438920704282,Derrick,Giles,,291 Hanna Points,,Minneapolis,Minnesota,United States,55413,,Derrick Giles,MN,US,United States,True
9438920671514,2025-11-02T20:39:51-05:00,2025-11-02T20:54:12-05:00,Jill,Scott,1,disabled,4757.70,6940894789914.0,,True,,False,,#1062,kylebaldwin@example.net,,USD,"[{'id': 11154915787034, 'customer_id': 9438920671514, 'first_name': 'Jill', 'last_name': 'Scott', 'company': None, 'address1': '6110 Francis Pines', 'address2': None, 'city': 'Saginaw', 'province': 'Michigan', 'country': 'United States', 'zip': '48601', 'phone': None, 'name': 'Jill Scott', 'province_code': 'MI', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920671514,not_subscribed,single_opt_in,,11154915787034,9438920671514,Jill,Scott,,6110 Francis Pines,,Saginaw,Michigan,United States,48601,,Jill Scott,MI,US,United States,True
9438920638746,2025-11-02T20:39:51-05:00,2025-11-02T20:39:51-05:00,Heather,Robertson,0,disabled,0.00,,,True,,False,,,chelseaavila@example.net,,USD,"[{'id': 11154915754266, 'customer_id': 9438920638746, 'first_name': 'Heather', 'last_name': 'Robertson', 'company': None, 'address1': '61352 Walker Spur', 'address2': None, 'city': 'Portland', 'province': 'Oregon', 'country': 'United States', 'zip': '97205', 'phone': None, 'name': 'Heather Robertson', 'province_code': 'OR', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920638746,not_subscribed,single_opt_in,,11154915754266,9438920638746,Heather,Robertson,,61352 Walker Spur,,Portland,Oregon,United States,97205,,Heather Robertson,OR,US,United States,True
9438920605978,2025-11-02T20:39:50-05:00,2025-11-02T20:39:51-05:00,Lauren,Lee,0,disabled,0.00,,,True,,False,,,hbrown@example.com,,USD,"[{'id': 11154915721498, 'customer_id': 9438920605978, 'first_name': 'Lauren', 'last_name': 'Lee', 'company': None, 'address1': '449 Johnson Loop', 'address2': None, 'city': 'Los Angeles', 'province': 'California', 'country': 'United States', 'zip': '90026', 'phone': None, 'name': 'Lauren Lee', 'province_code': 'CA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920605978,not_subscribed,single_opt_in,,11154915721498,9438920605978,Lauren,Lee,,449 Johnson Loop,,Los Angeles,California,United States,90026,,Lauren Lee,CA,US,United States,True
9438920573210,2025-11-02T20:39:50-05:00,2025-11-02T20:39:50-05:00,Scott,Johnson,0,disabled,0.00,,,True,,False,,,pcampbell@example.net,,USD,"[{'id': 11154915688730, 'customer_id': 9438920573210, 'first_name': 'Scott', 'last_name': 'Johnson', 'company': None, 'address1': '47059 Colton Road', 'address2': None, 'city': 'Virginia Beach', 'province': 'Virginia', 'country': 'United States', 'zip': '23451', 'phone': None, 'name': 'Scott Johnson', 'province_code': 'VA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920573210,not_subscribed,single_opt_in,,11154915688730,9438920573210,Scott,Johnson,,47059 Colton Road,,Virginia Beach,Virginia,United States,23451,,Scott Johnson,VA,US,United States,True
9438920507674,2025-11-02T20:39:50-05:00,2025-11-02T20:39:50-05:00,Brenda,Krause,0,disabled,0.00,,,True,,False,,,april38@example.com,,USD,"[{'id': 11154915655962, 'customer_id': 9438920507674, 'first_name': 'Brenda', 'last_name': 'Krause', 'company': None, 'address1': '671 Joseph Roads', 'address2': None, 'city': 'Naples', 'province': 'Florida', 'country': 'United States', 'zip': '34113', 'phone': None, 'name': 'Brenda Krause', 'province_code': 'FL', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920507674,not_subscribed,single_opt_in,,11154915655962,9438920507674,Brenda,Krause,,671 Joseph Roads,,Naples,Florida,United States,34113,,Brenda Krause,FL,US,United States,True
9438920474906,2025-11-02T20:39:49-05:00,2025-11-02T20:39:49-05:00,Louis,Meyer,0,disabled,0.00,,,True,,False,,,johnsonjennifer@example.com,,USD,"[{'id': 11154915623194, 'customer_id': 9438920474906, 'first_name': 'Louis', 'last_name': 'Meyer', 'company': None, 'address1': 'USS Williams', 'address2': None, 'city': 'Phoenix', 'province': 'Arizona', 'country': 'United States', 'zip': '85042', 'phone': None, 'name': 'Louis Meyer', 'province_code': 'AZ', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920474906,not_subscribed,single_opt_in,,11154915623194,9438920474906,Louis,Meyer,,USS Williams,,Phoenix,Arizona,United States,85042,,Louis Meyer,AZ,US,United States,True
9438920442138,2025-11-02T20:39:49-05:00,2025-11-02T20:39:49-05:00,Jessica,Sandoval,0,disabled,0.00,,,True,,False,,,washingtonmanuel@example.org,,USD,"[{'id': 11154915590426, 'customer_id': 9438920442138, 'first_name': 'Jessica', 'last_name': 'Sandoval', 'company': None, 'address1': '27133 Velez Harbors Suite 669', 'address2': None, 'city': 'Madison', 'province': 'Wisconsin', 'country': 'United States', 'zip': '53713', 'phone': None, 'name': 'Jessica Sandoval', 'province_code': 'WI', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920442138,not_subscribed,single_opt_in,,11154915590426,9438920442138,Jessica,Sandoval,,27133 Velez Harbors Suite 669,,Madison,Wisconsin,United States,53713,,Jessica Sandoval,WI,US,United States,True
9438920376602,2025-11-02T20:39:48-05:00,2025-11-02T20:59:36-05:00,Vincent,Fox,1,disabled,2915.80,6940901572890.0,,True,,False,,#1083,hodgeandrew@example.com,,USD,"[{'id': 11154915524890, 'customer_id': 9438920376602, 'first_name': 'Vincent', 'last_name': 'Fox', 'company': None, 'address1': '727 Davidson Mountain Apt. 142', 'address2': None, 'city': 'Abilene', 'province': 'Texas', 'country': 'United States', 'zip': '79601', 'phone': None, 'name': 'Vincent Fox', 'province_code': 'TX', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920376602,not_subscribed,single_opt_in,,11154915524890,9438920376602,Vincent,Fox,,727 Davidson Mountain Apt. 142,,Abilene,Texas,United States,79601,,Vincent Fox,TX,US,United States,True
9438920343834,2025-11-02T20:39:48-05:00,2025-11-02T20:39:48-05:00,Kurt,Murphy,0,disabled,0.00,,,True,,False,,,destinybailey@example.net,,USD,"[{'id': 11154915492122, 'customer_id': 9438920343834, 'first_name': 'Kurt', 'last_name': 'Murphy', 'company': None, 'address1': '576 Julie Squares Suite 859', 'address2': None, 'city': 'Bellmore', 'province': 'New York', 'country': 'United States', 'zip': '11710', 'phone': None, 'name': 'Kurt Murphy', 'province_code': 'NY', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920343834,not_subscribed,single_opt_in,,11154915492122,9438920343834,Kurt,Murphy,,576 Julie Squares Suite 859,,Bellmore,New York,United States,11710,,Kurt Murphy,NY,US,United States,True
9438920311066,2025-11-02T20:39:48-05:00,2025-11-02T20:39:48-05:00,Jessica,Stone,0,disabled,0.00,,,True,,False,,,probinson@example.org,,USD,"[{'id': 11154915459354, 'customer_id': 9438920311066, 'first_name': 'Jessica', 'last_name': 'Stone', 'company': None, 'address1': '735 Melissa Radial Apt. 609', 'address2': None, 'city': 'San Diego', 'province': 'California', 'country': 'United States', 'zip': '92113', 'phone': None, 'name': 'Jessica Stone', 'province_code': 'CA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920311066,not_subscribed,single_opt_in,,11154915459354,9438920311066,Jessica,Stone,,735 Melissa Radial Apt. 609,,San Diego,California,United States,92113,,Jessica Stone,CA,US,United States,True
9438920278298,2025-11-02T20:39:47-05:00,2025-11-02T20:39:47-05:00,Susan,Gonzalez,0,disabled,0.00,,,True,,False,,,matthewholland@example.net,,USD,"[{'id': 11154915426586, 'customer_id': 9438920278298, 'first_name': 'Susan', 'last_name': 'Gonzalez', 'company': None, 'address1': '260 Roberts Forges Apt. 820', 'address2': None, 'city': 'Box Elder', 'province': 'South Dakota', 'country': 'United States', 'zip': '57719', 'phone': None, 'name': 'Susan Gonzalez', 'province_code': 'SD', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920278298,not_subscribed,single_opt_in,,11154915426586,9438920278298,Susan,Gonzalez,,260 Roberts Forges Apt. 820,,Box Elder,South Dakota,United States,57719,,Susan Gonzalez,SD,US,United States,True
9438920245530,2025-11-02T20:39:47-05:00,2025-11-02T20:48:33-05:00,Patricia,Anderson,1,disabled,1774.95,6940887220506.0,,True,,False,,#1040,schmidtjulia@example.org,,USD,"[{'id': 11154915393818, 'customer_id': 9438920245530, 'first_name': 'Patricia', 'last_name': 'Anderson', 'company': None, 'address1': '37708 Lewis Drive Apt. 929', 'address2': None, 'city': 'Harmony', 'province': 'Pennsylvania', 'country': 'United States', 'zip': '16037', 'phone': None, 'name': 'Patricia Anderson', 'province_code': 'PA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920245530,not_subscribed,single_opt_in,,11154915393818,9438920245530,Patricia,Anderson,,37708 Lewis Drive Apt. 929,,Harmony,Pennsylvania,United States,16037,,Patricia Anderson,PA,US,United States,True
9438920179994,2025-11-02T20:39:46-05:00,2025-11-02T20:39:46-05:00,Marcia,Hendrix,0,disabled,0.00,,,True,,False,,,morgan63@example.net,,USD,"[{'id': 11154915361050, 'customer_id': 9438920179994, 'first_name': 'Marcia', 'last_name': 'Hendrix', 'company': None, 'address1': '48420 Robert Port Apt. 170', 'address2': None, 'city': 'Wichita', 'province': 'Kansas', 'country': 'United States', 'zip': '67216', 'phone': None, 'name': 'Marcia Hendrix', 'province_code': 'KS', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920179994,not_subscribed,single_opt_in,,11154915361050,9438920179994,Marcia,Hendrix,,48420 Robert Port Apt. 170,,Wichita,Kansas,United States,67216,,Marcia Hendrix,KS,US,United States,True
9438920147226,2025-11-02T20:39:46-05:00,2025-11-02T20:39:46-05:00,Tara,Irwin,0,disabled,0.00,,,True,,False,,,savannahflores@example.org,,USD,"[{'id': 11154915328282, 'customer_id': 9438920147226, 'first_name': 'Tara', 'last_name': 'Irwin', 'company': None, 'address1': '350 Kimberly Circles Apt. 759', 'address2': None, 'city': 'Webster City', 'province': 'Iowa', 'country': 'United States', 'zip': '50595', 'phone': None, 'name': 'Tara Irwin', 'province_code': 'IA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920147226,not_subscribed,single_opt_in,,11154915328282,9438920147226,Tara,Irwin,,350 Kimberly Circles Apt. 759,,Webster City,Iowa,United States,50595,,Tara Irwin,IA,US,United States,True
9438920114458,2025-11-02T20:39:45-05:00,2025-11-02T20:39:45-05:00,Jacob,Hill,0,disabled,0.00,,,True,,False,,,joshua08@example.net,,USD,"[{'id': 11154915295514, 'customer_id': 9438920114458, 'first_name': 'Jacob', 'last_name': 'Hill', 'company': None, 'address1': 'PSC 6352, Box 5089', 'address2': None, 'city': 'Tobyhanna', 'province': 'Pennsylvania', 'country': 'United States', 'zip': '18466', 'phone': None, 'name': 'Jacob Hill', 'province_code': 'PA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920114458,not_subscribed,single_opt_in,,11154915295514,9438920114458,Jacob,Hill,,"PSC 6352, Box 5089",,Tobyhanna,Pennsylvania,United States,18466,,Jacob Hill,PA,US,United States,True
9438920081690,2025-11-02T20:39:45-05:00,2025-11-02T20:39:45-05:00,Michael,Torres,0,disabled,0.00,,,True,,False,,,samantha85@example.org,,USD,"[{'id': 11154915262746, 'customer_id': 9438920081690, 'first_name': 'Michael', 'last_name': 'Torres', 'company': None, 'address1': '2200 Williams Trace Apt. 713', 'address2': None, 'city': 'Cleveland', 'province': 'Ohio', 'country': 'United States', 'zip': '44113', 'phone': None, 'name': 'Michael Torres', 'province_code': 'OH', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920081690,not_subscribed,single_opt_in,,11154915262746,9438920081690,Michael,Torres,,2200 Williams Trace Apt. 713,,Cleveland,Ohio,United States,44113,,Michael Torres,OH,US,United States,True
9438920048922,2025-11-02T20:39:44-05:00,2025-11-02T20:39:44-05:00,Kimberly,Howard,0,disabled,0.00,,,True,,False,,,williamsdavid@example.org,,USD,"[{'id': 11154915229978, 'customer_id': 9438920048922, 'first_name': 'Kimberly', 'last_name': 'Howard', 'company': None, 'address1': '79059 Andres Isle', 'address2': None, 'city': 'Napoleon', 'province': 'Ohio', 'country': 'United States', 'zip': '43545', 'phone': None, 'name': 'Kimberly Howard', 'province_code': 'OH', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920048922,not_subscribed,single_opt_in,,11154915229978,9438920048922,Kimberly,Howard,,79059 Andres Isle,,Napoleon,Ohio,United States,43545,,Kimberly Howard,OH,US,United States,True
9438920016154,2025-11-02T20:39:44-05:00,2025-11-02T20:39:44-05:00,Gregory,Dickson,0,disabled,0.00,,,True,,False,,,fbaird@example.com,,USD,"[{'id': 11154915197210, 'customer_id': 9438920016154, 'first_name': 'Gregory', 'last_name': 'Dickson', 'company': None, 'address1': '8866 Mcdonald Turnpike', 'address2': None, 'city': 'Beecher', 'province': 'Illinois', 'country': 'United States', 'zip': '60401', 'phone': None, 'name': 'Gregory Dickson', 'province_code': 'IL', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438920016154,not_subscribed,single_opt_in,,11154915197210,9438920016154,Gregory,Dickson,,8866 Mcdonald Turnpike,,Beecher,Illinois,United States,60401,,Gregory Dickson,IL,US,United States,True
9438919983386,2025-11-02T20:39:44-05:00,2025-11-02T20:39:44-05:00,Zachary,Lewis,0,disabled,0.00,,,True,,False,,,zwilliamson@example.org,,USD,"[{'id': 11154915164442, 'customer_id': 9438919983386, 'first_name': 'Zachary', 'last_name': 'Lewis', 'company': None, 'address1': 'Unit 2351 Box 3926', 'address2': None, 'city': 'Desoto', 'province': 'Texas', 'country': 'United States', 'zip': '75115', 'phone': None, 'name': 'Zachary Lewis', 'province_code': 'TX', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438919983386,not_subscribed,single_opt_in,,11154915164442,9438919983386,Zachary,Lewis,,Unit 2351 Box 3926,,Desoto,Texas,United States,75115,,Zachary Lewis,TX,US,United States,True
9438919950618,2025-11-02T20:39:43-05:00,2025-11-02T20:59:52-05:00,Mathew,Bridges,1,disabled,49.95,6940901900570.0,,True,,False,,#1084,woodsjohn@example.com,,USD,"[{'id': 11154915098906, 'customer_id': 9438919950618, 'first_name': 'Mathew', 'last_name': 'Bridges', 'company': None, 'address1': '069 Johnson Mission', 'address2': None, 'city': 'McLean', 'province': 'Virginia', 'country': 'United States', 'zip': '22102', 'phone': None, 'name': 'Mathew Bridges', 'province_code': 'VA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438919950618,not_subscribed,single_opt_in,,11154915098906,9438919950618,Mathew,Bridges,,069 Johnson Mission,,McLean,Virginia,United States,22102,,Mathew Bridges,VA,US,United States,True
9438919917850,2025-11-02T20:39:43-05:00,2025-11-02T20:39:43-05:00,Dustin,Ayala,0,disabled,0.00,,,True,,False,,,goodwincorey@example.com,,USD,"[{'id': 11154915066138, 'customer_id': 9438919917850, 'first_name': 'Dustin', 'last_name': 'Ayala', 'company': None, 'address1': '9761 Craig Union', 'address2': None, 'city': 'Belleville', 'province': 'Illinois', 'country': 'United States', 'zip': '62220', 'phone': None, 'name': 'Dustin Ayala', 'province_code': 'IL', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438919917850,not_subscribed,single_opt_in,,11154915066138,9438919917850,Dustin,Ayala,,9761 Craig Union,,Belleville,Illinois,United States,62220,,Dustin Ayala,IL,US,United States,True
9438919885082,2025-11-02T20:39:42-05:00,2025-11-02T20:39:42-05:00,Douglas,Griffin,0,disabled,0.00,,,True,,False,,,victoriaedwards@example.org,,USD,"[{'id': 11154915033370, 'customer_id': 9438919885082, 'first_name': 'Douglas', 'last_name': 'Griffin', 'company': None, 'address1': '8345 Hoover River Apt. 716', 'address2': None, 'city': 'Columbus', 'province': 'Ohio', 'country': 'United States', 'zip': '43219', 'phone': None, 'name': 'Douglas Griffin', 'province_code': 'OH', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438919885082,not_subscribed,single_opt_in,,11154915033370,9438919885082,Douglas,Griffin,,8345 Hoover River Apt. 716,,Columbus,Ohio,United States,43219,,Douglas Griffin,OH,US,United States,True
9438919852314,2025-11-02T20:39:42-05:00,2025-11-02T21:00:54-05:00,James,Byrd,1,disabled,10.00,6940903538970.0,,True,,False,,#1088,patrickgoodman@example.com,,USD,"[{'id': 11154915000602, 'customer_id': 9438919852314, 'first_name': 'James', 'last_name': 'Byrd', 'company': None, 'address1': 'Unit 3903 Box 2987', 'address2': None, 'city': 'Yorktown', 'province': 'Virginia', 'country': 'United States', 'zip': '23693', 'phone': None, 'name': 'James Byrd', 'province_code': 'VA', 'country_code': 'US', 'country_name': 'United States', 'default': True}]",[],,gid://shopify/Customer/9438919852314,not_subscribed,single_opt_in,,11154915000602,9438919852314,James,Byrd,,Unit 3903 Box 2987,,Yorktown,Virginia,United States,23693,,James Byrd,VA,US,United States,True
